id,name,descr,file_format_code,model,file_txt,module_id,module_name,template_typ_code,lang_code,is_active,cr_by,cr_dtimes
1109,Template for Technical Issue Email,Template for Technical Issue Email,txt,,"Dear $!name_eng,

Your request for UIN for Registration ID: $!RID has failed because of a technical issue. Please visit your nearest Registration office or visit https://mosip.io/grievances

Thank You",10003,Processeur dinscription,RPR_TEC_ISSUE_EMAIL,amh,t,superadmin,2020-12-23 14:36:54.459577
1109,Template for Technical Issue Email,Template for Technical Issue Email,txt,,"Dear $!name_eng,

Your request for UIN for Registration ID: $!RID has failed because of a technical issue. Please visit your nearest Registration office or visit https://mosip.io/grievances

Thank You",10003,Registration Processor,RPR_TEC_ISSUE_EMAIL,eng,t,superadmin,2020-12-23 14:36:54.459577
1110,Template for Technical Issue SMS,Template for Technical Issue SMS,txt,,"Dear $!name_eng,

Your request for UIN for Registration ID: $!RID has failed because of a technical issue. Please visit your nearest Registration office or visit https://mosip.io/grievances",10003,Processeur dinscription,RPR_TEC_ISSUE_SMS,amh,t,superadmin,2020-12-23 14:36:54.459577
1110,Template for Technical Issue SMS,Template for Technical Issue SMS,txt,,"Dear $!name_eng,

Your request for UIN for Registration ID: $!RID has failed because of a technical issue. Please visit your nearest Registration office or visit https://mosip.io/grievances",10003,Registration Processor,RPR_TEC_ISSUE_SMS,eng,t,superadmin,2020-12-23 14:36:54.459577
1111,Template for UIN generation Email,Template for UIN generation Email,txt,,"Dear $name_eng,

Your UIN for Registration ID: $!RID has been successfully generated and will reach soon at your postal address.

Thank You",10003,Processeur dinscription,RPR_UIN_GEN_EMAIL,amh,t,superadmin,2020-12-23 14:36:54.459577
1111,Template for UIN generation Email,Template for UIN generation Email,txt,,"Dear $name_eng,

Your UIN for Registration ID: $!RID has been successfully generated and will reach soon at your postal address.

Thank You",10003,Registration Processor,RPR_UIN_GEN_EMAIL,eng,t,superadmin,2020-12-23 14:36:54.459577
1112,Template for UIN generation SMS,Template for UIN generation SMS,txt,,"Dear $name_eng,

Your UIN for Registration ID: $!RID has been successfully generated and will reach soon at your postal address.",10003,Processeur dinscription,RPR_UIN_GEN_SMS,amh,t,superadmin,2020-12-23 14:36:54.459577
1112,Template for UIN generation SMS,Template for UIN generation SMS,txt,,"Dear $name_eng,

Your UIN for Registration ID: $!RID has been successfully generated and will reach soon at your postal address.",10003,Registration Processor,RPR_UIN_GEN_SMS,eng,t,superadmin,2020-12-23 14:36:54.459577
1113,Template for update details Email,Template for update details Email,txt,,"Dear $!name_eng,

Your UIN details for the Registration ID: $!RID have been updated and a physical copy of your UIN card will reach you soon at your postal address.

Thank You",10003,Processeur dinscription,RPR_UIN_UPD_EMAIL,amh,t,superadmin,2020-12-23 14:36:54.459577
1113,Template for update details Email,Template for update details Email,txt,,"Dear $!name_eng,

Your UIN details for the Registration ID: $!RID have been updated and a physical copy of your UIN card will reach you soon at your postal address.

Thank You",10003,Registration Processor,RPR_UIN_UPD_EMAIL,eng,t,superadmin,2020-12-23 14:36:54.459577
1114,Template for update Details SMS,Template for update Details SMS,txt,,"Dear $!name_eng,

Your UIN details for the Registration ID: $!RID have been updated and a physical copy of your UIN card will reach you soon at your postal address.",10003,Processeur dinscription,RPR_UIN_UPD_SMS,amh,t,superadmin,2020-12-23 14:36:54.459577
1114,Template for update Details SMS,Template for update Details SMS,txt,,"Dear $!name_eng,

Your UIN details for the Registration ID: $!RID have been updated and a physical copy of your UIN card will reach you soon at your postal address.",10003,Registration Processor,RPR_UIN_UPD_SMS,eng,t,superadmin,2020-12-23 14:36:54.459577
1115,Template for new registration Email Content,Template for new registration Email Content,txt,,"Dear $name, 
Thank you for registering with the digital identity platform. Your registration id is $RegistrationID. If there are any corrections to be made in your details, please contact the Registration centre within the next 4 days.",10002,Client dinscription,NewReg-email-content-template,amh,t,superadmin,2020-12-23 14:36:54.459577
1115,Template for new registration Email Content,Template for new registration Email Content,txt,,"Dear $name, 
Thank you for registering with the digital identity platform. Your registration id is $RegistrationID. If there are any corrections to be made in your details, please contact the Registration centre within the next 4 days.",10002,Registration Client,NewReg-email-content-template,eng,t,superadmin,2020-12-23 14:36:54.459577
1116,Template for new registration Email Subject,Template for new registration Email Subject,txt,,Registration confirmation,10002,Registration Client,NewReg-email-subject-template,eng,t,superadmin,2020-12-23 14:36:54.459577
1116,Template for new registration Email Subject,Template for new registration Email Subject,txt,,Registration confirmation,10002,Registration Client,NewReg-email-subject-template,amh,t,superadmin,2020-12-23 14:36:54.459577
1117,Template for new registration SMS,Template for new registration SMS,txt,,"Dear $name,
Thank you for registering with the digital identity platform. Your registration id is $RegistrationID. If there are any corrections to be made in your details, please contact the Registration centre within the next 4 days. ",10002,Registration Client,NewReg-sms-template,amh,t,superadmin,2020-12-23 14:36:54.459577
1117,Template for new registration SMS,Template for new registration SMS,txt,,"Dear $name,
Thank you for registering with the digital identity platform. Your registration id is $RegistrationID. If there are any corrections to be made in your details, please contact the Registration centre within the next 4 days. ",10002,Registration Client,NewReg-sms-template,eng,t,superadmin,2020-12-23 14:36:54.459577
1118,Template for OTP generation Email Content,Template for OTP generation Email Content,txt,,"Dear $name, 
OTP for username $username is $otp and is valid for $validTime minutes (Generated on $date at $time hrs).",10002,Client dinscription,OTP-email-content-template,amh,t,superadmin,2020-12-23 14:36:54.459577
1118,Template for OTP generation Email Content,Template for OTP generation Email Content,txt,,"Dear $name, 
OTP for username $username is $otp and is valid for $validTime minutes (Generated on $date at $time hrs).",10002,Registration Client,OTP-email-content-template,eng,t,superadmin,2020-12-23 14:36:54.459577
1119,Template for OTP generation Email Subject,Template for OTP generation Email Subject,txt,,One time password from digital identify platfor,10002,Client dinscription,OTP-email-subject-template,amh,t,superadmin,2020-12-23 14:36:54.459577
1119,Template for OTP generation Email Subject,Template for OTP generation Email Subject,txt,,One time password from digital identify platfor,10002,Registration Client,OTP-email-subject-template,eng,t,superadmin,2020-12-23 14:36:54.459577
1120,Template for OTP SMS,Template for OTP SMS,txt,,"Dear $name, 
OTP for username $username is $otp and is valid for $validTime minutes (Generated on $date at $time hrs).",10002,Client dinscription,OTP-sms-template,amh,t,superadmin,2020-12-23 14:36:54.459577
1120,Template for OTP SMS,Template for OTP SMS,txt,,"Dear $name, 
OTP for username $username is $otp and is valid for $validTime minutes (Generated on $date at $time hrs).",10002,Registration Client,OTP-sms-template,eng,t,superadmin,2020-12-23 14:36:54.459577
1121,Template for update registration Email Content,Template for update registration Email Content,txt,,"Dear $name, 
Thank you for updating your details with the digital identity platform. Your registration id is $RegistrationID. If there are any corrections to be made in your details, please contact the Registration centre within the next 4 days.",10002,Client dinscription,Update-email-content-template,amh,t,superadmin,2020-12-23 14:36:54.459577
1121,Template for update registration Email Content,Template for update registration Email Content,txt,,"Dear $name, 
Thank you for updating your details with the digital identity platform. Your registration id is $RegistrationID. If there are any corrections to be made in your details, please contact the Registration centre within the next 4 days.",10002,Registration Client,Update-email-content-template,eng,t,superadmin,2020-12-23 14:36:54.459577
1122,Template for update registration Email Subject,Template for update registration Email Subject,txt,,Registration update confirmation,10002,Client dinscription,Update-email-subject-template,amh,t,superadmin,2020-12-23 14:36:54.459577
1122,Template for update registration Email Subject,Template for update registration Email Subject,txt,,Registration update confirmation,10002,Registration Client,Update-email-subject-template,eng,t,superadmin,2020-12-23 14:36:54.459577
1123,Template for update registration SMS,Template for update registration SMS,txt,,"Dear $name, 
Thank you for updating your details with the digital identity platform. Your registration id is $RegistrationID. If there are any corrections to be made in your details, please contact the Registration centre within the next 4 days.",10002,Client dinscription,Update-sms-template,amh,t,superadmin,2020-12-23 14:36:54.459577
1123,Template for update registration SMS,Template for update registration SMS,txt,,"Dear $name, 
Thank you for updating your details with the digital identity platform. Your registration id is $RegistrationID. If there are any corrections to be made in your details, please contact the Registration centre within the next 4 days.",10002,Registration Client,Update-sms-template,eng,t,superadmin,2020-12-23 14:36:54.459577
1124,Template for Email Acknowledgement,Template for Email Acknowledgement,txt,,"Dear $name,
Your Pre-Registration for UIN is Completed Successfully
on $Date at $Time. Your ID is #$PRID.
Appointment is scheduled for $Appointmentdate at $Appointmenttime.
you will also receive the details on your registered Mobile Number",10001,Pre-Registration,Email-Acknowledgement,eng,t,superadmin,2020-12-23 14:36:54.459577
1124,Template for Email Acknowledgement,Template for Email Acknowledgement,txt,,"Dear $name,
Your Pre-Registration for UIN is Completed Successfully
on $Date at $Time. Your ID is #$PRID.
Appointment is scheduled for $Appointmentdate at $Appointmenttime.
you will also receive the details on your registered Mobile Number",10001,Pre-Registration,Email-Acknowledgement,amh,t,superadmin,2020-12-23 14:36:54.459577
1126,Template for OTP Email Content,Template for OTP Email Content,txt,,"Dear $name,
TP for Pre-Registration  $PRID is $otp and is valid for $validTime minutes. (Generated on $date at $time Hrs)",10001,Pre-Registration,otp-email-content-template,amh,t,superadmin,2020-12-23 14:36:54.459577
1126,Template for OTP Email Content,Template for OTP Email Content,txt,,"Dear $name,
TP for Pre-Registration  $PRID is $otp and is valid for $validTime minutes. (Generated on $date at $time Hrs)",10001,Pre-Registration,otp-email-content-template,eng,t,superadmin,2020-12-23 14:36:54.459577
1127,Template for OTP Email Subject,Template for OTP Email Subject,txt,,Pre-Registration $PRID: OTP Request,10001,Pre-Registration,otp-email-subject-template,amh,t,superadmin,2020-12-23 14:36:54.459577
1127,Template for OTP Email Subject,Template for OTP Email Subject,txt,,Pre-Registration $PRID: OTP Request,10001,Pre-Registration,otp-email-subject-template,eng,t,superadmin,2020-12-23 14:36:54.459577
1128,Template for OTP SMS,Template for OTP SMS,txt,,OTP for Pre-Registration  $PRID is $otp and is valid for $validTime minutes. (Generated on $date at $time Hrs),10001,Pre-Registration,otp-sms-template,amh,t,superadmin,2020-12-23 14:36:54.459577
1128,Template for OTP SMS,Template for OTP SMS,txt,,OTP for Pre-Registration  $PRID is $otp and is valid for $validTime minutes. (Generated on $date at $time Hrs),10001,Pre-Registration,otp-sms-template,eng,t,superadmin,2020-12-23 14:36:54.459577
1129,Template for SMS Acknowledgement,Template for SMS Acknowledgement,txt,,"Your Pre-Registration for UIN is Completed Successfully
on $Date at $Time. Your ID is #$PRID.
Appointment is scheduled for $Appointmentdate at $Appointmenttime.
you will also receive the details on your registered email address",10001,Pre-Registration,SMS-Acknowledgement,amh,t,superadmin,2020-12-23 14:36:54.459577
1129,Template for SMS Acknowledgement,Template for SMS Acknowledgement,txt,,"Your Pre-Registration for UIN is Completed Successfully
on $Date at $Time. Your ID is #$PRID.
Appointment is scheduled for $Appointmentdate at $Appointmenttime.
you will also receive the details on your registered email address",10001,Pre-Registration,SMS-Acknowledgement,eng,t,superadmin,2020-12-23 14:36:54.459577
1130,Template for email subject of Acknowledgement,Template for email subject of Acknowledgement,txt,,Pre-Registration $PRID: Acknowledgement ,10001,Pre-Registration,Acknowledgement-email-subject,amh,t,superadmin,2020-12-23 14:36:54.459577
1130,Template for email subject of Acknowledgement,Template for email subject of Acknowledgement,txt,,Pre-Registration $PRID: Acknowledgement ,10001,Pre-Registration,Acknowledgement-email-subject,eng,t,superadmin,2020-12-23 14:36:54.459577
1132,Template for UIN Deactivation SMS,Template for UIN Deactivation SMS,txt,,"Dear $!name_eng,

Your UIN has been de-activated. 
If you have any conserns please visit the nearest Registration Center.",10003,Processeur dinscription,RPR_UIN_DEAC_SMS,amh,t,superadmin,2020-12-23 14:36:54.459577
1132,Template for UIN Deactivation SMS,Template for UIN Deactivation SMS,txt,,"Dear $!name_eng,

Your UIN has been de-activated. 
If you have any conserns please visit the nearest Registration Center.",10003,Registration Processor,RPR_UIN_DEAC_SMS,eng,t,superadmin,2020-12-23 14:36:54.459577
1133,Template for UIN Deactivation Email,Template for UIN Deactivation Email,txt,,"Dear $!name_eng,

Your UIN has been de-activated. 
If you have any conserns please visit the nearest Registration Center.

Thank You",10003,Processeur dinscription,RPR_UIN_DEAC_EMAIL,amh,t,superadmin,2020-12-23 14:36:54.459577
1133,Template for UIN Deactivation Email,Template for UIN Deactivation Email,txt,,"Dear $!name_eng,

Your UIN has been de-activated. 
If you have any conserns please visit the nearest Registration Center.

Thank You",10003,Registration Processor,RPR_UIN_DEAC_EMAIL,eng,t,superadmin,2020-12-23 14:36:54.459577
1134,Template for UIN Reactivate SMS,Template for UIN Reactivate SMS,txt,,"Dear $!name_eng,

Your UIN has been re-activated. 
If you have any conserns please visit the nearest Registration Center.",10003,Processeur dinscription,RPR_UIN_REAC_SMS,amh,t,superadmin,2020-12-23 14:36:54.459577
1134,Template for UIN Reactivate SMS,Template for UIN Reactivate SMS,txt,,"Dear $!name_eng,

Your UIN has been re-activated. 
If you have any conserns please visit the nearest Registration Center.",10003,Registration Processor,RPR_UIN_REAC_SMS,eng,t,superadmin,2020-12-23 14:36:54.459577
1135,Template for UIN Reactivate Email,Template for UIN Reactivate Email,txt,,"Dear $!name_eng,

Your UIN has been re-activated. 
If you have any conserns please visit the nearest Registration Center.

Thank You",10003,Processeur dinscription,RPR_UIN_REAC_EMAIL,amh,t,superadmin,2020-12-23 14:36:54.459577
1149,auth otp email service subject,auth otp email service subject,txt,velocity,Otp message,10004,Authentification ID,auth-otp-email-subject-template,amh,t,superadmin,2020-12-23 14:36:54.459577
1135,Template for UIN Reactivate Email,Template for UIN Reactivate Email,txt,,"Dear $!name_eng,

Your UIN has been re-activated. 
If you have any conserns please visit the nearest Registration Center.

Thank You",10003,Registration Processor,RPR_UIN_REAC_EMAIL,eng,t,superadmin,2020-12-23 14:36:54.459577
1136,Acknowledgement SMS Template,Registration Acknowledgement Template,txt,velocity,"Dear ${ResidentName},
Thank you for registering with Digital Identity platform . Your registration id is '"${RID}'". The demographic details are as follows:
1.Date:${Date}
2.Full Name:${FullName}
3.Date of Birth:${DOB}
4.Gender:${Gender}
5.Address Line 1:${AddressLine1}
6.Address Line 2:${AddressLine2}
7.Address Line 3:${AddressLine3}
8.Region:${Region}
9.City:${City}
10.Province:${Province}
11.Postal Code:${PostalCode}
12.Mobile Number:${Mobile}
13.Email:${Email}",10005,Inscription,reg-sms-notification,amh,t,superadmin,2020-12-23 14:36:54.459577
1136,Acknowledgement SMS Template,Registration Acknowledgement Template,txt,velocity,"Dear ${ResidentName},
Thank you for registering with Digital Identity platform . Your registration id is '"${RID}'". The demographic details are as follows:
1.Date:${Date}
2.Full Name:${FullName}
3.Date of Birth:${DOB}
4.Gender:${Gender}
5.Address Line 1:${AddressLine1}
6.Address Line 2:${AddressLine2}
7.Address Line 3:${AddressLine3}
8.Region:${Region}
9.City:${City}
10.Province:${Province}
11.Postal Code:${PostalCode}
12.Mobile Number:${Mobile}
13.Email:${Email}",10005,Registration,reg-sms-notification,eng,t,superadmin,2020-12-23 14:36:54.459577
1137,Acknowledgement Email Template,Registration Acknowledgement Template,txt,velocity,"Dear ${ResidentName},
Thank you for registering with Digital Identity platform . Your registration id is '"${RID}'". The demographic details are as follows:
1.Date:${Date}
2.Full Name:${FullName}
3.Date of Birth:${DOB}
4.Gender:${Gender}
5.Address Line 1:${AddressLine1}
6.Address Line 2:${AddressLine2}
7.Address Line 3:${AddressLine3}
8.Region:${Region}
9.City:${City}
10.Province:${Province}
11.Postal Code:${PostalCode}
12.Mobile Number:${Mobile}
13.Email:${Email}",10005,Inscription,reg-email-notification,amh,t,superadmin,2020-12-23 14:36:54.459577
1137,Acknowledgement Email Template,Registration Acknowledgement Template,txt,velocity,"Dear ${ResidentName},
Thank you for registering with Digital Identity platform . Your registration id is '"${RID}'". The demographic details are as follows:
1.Date:${Date}
2.Full Name:${FullName}
3.Date of Birth:${DOB}
4.Gender:${Gender}
5.Address Line 1:${AddressLine1}
6.Address Line 2:${AddressLine2}
7.Address Line 3:${AddressLine3}
8.Region:${Region}
9.City:${City}
10.Province:${Province}
11.Postal Code:${PostalCode}
12.Mobile Number:${Mobile}
13.Email:${Email}",10005,Registration,reg-email-notification,eng,t,superadmin,2020-12-23 14:36:54.459577
1149,auth otp email service subject,auth otp email service subject,txt,velocity,Otp message,10004,ID Authentication,auth-otp-email-subject-template,eng,t,superadmin,2020-12-23 14:36:54.459577
1150,auth otp email service subject,auth otp email service subject,txt,velocity,Please find the otp $otp,10004,Authentification ID,auth-otp-email-content-template,amh,t,superadmin,2020-12-23 14:36:54.459577
1150,auth otp email service subject,auth otp email service subject,txt,velocity,Please find the otp $otp,10004,ID Authentication,auth-otp-email-content-template,eng,t,superadmin,2020-12-23 14:36:54.459577
1139,Registration Acknowledgement Template - Part 1,Acknowledgement generated after registration - Part 1,txt,velocity,"<body><div class=section><div class=form><table ${AckReceipt} class=${headerTable}><tr><td class=bottom><img src=${QRCodeSource} width=85 height=85/></td><td class=bottom><p class=headings>${RIDPrimLabel} / ${RIDSecLabel}</p><br/>${RID}</td><td ${UINUpdate} class=bottom><p class=headings>${UINPrimLabel} / ${UINSecLabel}</p><br/>${UIN}</td><td class=bottom><p class=headings>${DatePrimLabel} / ${DateSecLabel}</p><br/>${Date}</td></tr></table><table ${Preview} class=headerTable><tr><td ${IsPreRegIDPresent}><p class=headings>${PreRegIDPrimLabel} / ${PreRegIDSecLabel}</p><br/>${PreRegID}</td><td><p class=headings>${DatePrimLabel} / ${DateSecLabel}</p><br/>${Date}</td></tr></table><br/><hr/><p class=head><b> ${DemographicInfo} / ${DemographicInfoSecondary} </b></p><div ${Preview} class=modify><img src=${ModifyImageSource} border=0 width=15 height=15/><button id=modifyDemographicInfo>${Modify}</button></div><hr/><div class='"demoDiv'"><table class=dataTable>#foreach( $data in $demographicsdata ) #if('"'"!=$data.get('"primaryValue'"))<tr><td><p class=headings>$data.get('"primaryLabel'")/$data.get('"secondaryLabel'")</p> <br/><p> $data.get('"primaryValue'")/$data.get('"secondaryValue'")</p></td></tr> #end #end </table></div><div ${uinUpdateWithoutBiometrics} class='"photoDiv'"><table><tr><td><p>${PhotoPrim} / ${PhotoSec}</p></td></tr><tr><td><img src=${ApplicantImageSource} border=0 width=100 height=100/></td></tr></table></div><div style='"width: 100%; height: 50%; clear:both'"></div><br/><p ${DocumentsEnabled} class=head><b>${DocumentsPrimLabel} / ${DocumentsSecLabel}</b></p><div ${DocumentsEnabled} ${Preview} class=modify><img src=${ModifyImageSource} border=0 width=15 height=15/><button id=modifyDocuments>${Modify}</button></div><hr ${DocumentsEnabled}/><table ${DocumentsEnabled}><tr><td><br/>${Documents}<br/>${DocumentsSec}</td></tr></table><br/>	",10005,Inscription,reg-ack-template-part2,amh,t,superadmin,2020-12-23 14:36:54.459577
1139,Registration Acknowledgement Template - Part 2,Acknowledgement generated after registration - Part 2,txt,velocity,"<body><div class=section><div class=form><table ${AckReceipt} class=${headerTable}><tr><td class=bottom><img src=${QRCodeSource} width=85 height=85/></td><td class=bottom><p class=headings>${RIDPrimLabel} / ${RIDSecLabel}</p><br/>${RID}</td><td ${UINUpdate} class=bottom><p class=headings>${UINPrimLabel} / ${UINSecLabel}</p><br/>${UIN}</td><td class=bottom><p class=headings>${DatePrimLabel} / ${DateSecLabel}</p><br/>${Date}</td></tr></table><table ${Preview} class=headerTable><tr><td ${IsPreRegIDPresent}><p class=headings>${PreRegIDPrimLabel} / ${PreRegIDSecLabel}</p><br/>${PreRegID}</td><td><p class=headings>${DatePrimLabel} / ${DateSecLabel}</p><br/>${Date}</td></tr></table><br/><hr/><p class=head><b> ${DemographicInfo} / ${DemographicInfoSecondary} </b></p><div ${Preview} class=modify><img src=${ModifyImageSource} border=0 width=15 height=15/><button id=modifyDemographicInfo>${Modify}</button></div><hr/><div class='"demoDiv'"><table class=dataTable>#foreach( $data in $demographicsdata ) #if('"'"!=$data.get('"primaryValue'"))<tr><td><p class=headings>$data.get('"primaryLabel'")/$data.get('"secondaryLabel'")</p> <br/><p> $data.get('"primaryValue'")/$data.get('"secondaryValue'")</p></td></tr> #end #end </table></div><div ${uinUpdateWithoutBiometrics} class='"photoDiv'"><table><tr><td><p>${PhotoPrim} / ${PhotoSec}</p></td></tr><tr><td><img src=${ApplicantImageSource} border=0 width=100 height=100/></td></tr></table></div><div style='"width: 100%; height: 50%; clear:both'"></div><br/><p ${DocumentsEnabled} class=head><b>${DocumentsPrimLabel} / ${DocumentsSecLabel}</b></p><div ${DocumentsEnabled} ${Preview} class=modify><img src=${ModifyImageSource} border=0 width=15 height=15/><button id=modifyDocuments>${Modify}</button></div><hr ${DocumentsEnabled}/><table ${DocumentsEnabled}><tr><td><br/>${Documents}<br/>${DocumentsSec}</td></tr></table><br/>	",10005,Registration,reg-ack-template-part2,eng,t,superadmin,2020-12-23 14:36:54.459577
1140,Registration Acknowledgement Template - Part 2,Acknowledgement generated after registration - Part 2,txt,velocity,"<p ${BiometricsEnabled} class=head><b>${BiometricsPrimLabel} / ${BiometricsSecLabel}</b></p><div ${BiometricsEnabled} ${Preview} class=modify><img src=${ModifyImageSource} border=0 width=15 height=15/><button id=modifyBiometrics>${Modify}</button></div><hr ${BiometricsEnabled}/>#foreach( $biodata in $biometricsData )<table ${BiometricsEnabled}><tr><td>$biodata.get('"BiometricsFieldPrimLabel'")/ $biodata.get('"BiometricsFieldSecLabel'")<br/><p class=headings>$biodata.get('"Biometrics'")<br/>$biodata.get('"BiometricsSec'")</p><br/></td></tr><table ${BiometricsEnabled} class=biometricsTable><tr><td $biodata.get('"leftEyeCaptured'") ><p class=headings>$biodata.get('"LeftEyePrimLabel'") / $biodata.get('"LeftEyeSecLabel'")</p></td><td $biodata.get('"rightEyeCaptured'") ><p class=headings>$biodata.get('"RightEyePrimLabel'") / $biodata.get('"RightEyeSecLabel'")</p></td></tr><tr ${AckReceipt}><td $biodata.get('"leftEyeCaptured'") ><div class=biometrics><h5 class=parentIris1>$biodata.get('"LeftEye'")</h5><img src=$biodata.get('"EyeImageSource'") border=0 width=85 height=80/></div></td><td $biodata.get('"rightEyeCaptured'") ><div class=biometrics><h5 class=parentIris1>$biodata.get('"RightEye'")</h5><img src=$biodata.get('"EyeImageSource'") border=0 width=85 height=80/></div></td></tr><tr ${Preview}><td $biodata.get('"leftEyeCaptured'") ><img src=$biodata.get('"CapturedLeftEye'") border=0 width=85 height=80/></td><td $biodata.get('"rightEyeCaptured'") ><img src=$biodata.get('"CapturedRightEye'") border=0 width=85 height=80/></td></tr></table><table ${BiometricsEnabled} $biodata.get('"FingerprintsCaptured'") class=biometricsTable><tr><td $biodata.get('"leftSlapCaptured'") ><p class=headings>$biodata.get('"LeftPalmPrimLabel'") / $biodata.get('"LeftPalmSecLabel'")</p></td><td $biodata.get('"rightSlapCaptured'") ><p class=headings>$biodata.get('"RightPalmPrimLabel'") / $biodata.get('"RightPalmSecLabel'")</p></td><td $biodata.get('"thumbsCaptured'") ><p class=headings>$biodata.get('"ThumbsPrimLabel'") / $biodata.get('"ThumbsSecLabel'")</p></td></tr><tr ${AckReceipt}><td $biodata.get('"leftSlapCaptured'") ><div class=biometrics><h5 class=leftLittle>$biodata.get('"leftLittle'")</h5><h5 class=leftRing>$biodata.get('"leftRing'")</h5><h5 class=leftMiddle>$biodata.get('"leftMiddle'")</h5><h5 class=leftIndex>$biodata.get('"leftIndex'")</h5><img src=$biodata.get('"LeftPalmImageSource'") border=0 width=85 height=80/></div></td><td $biodata.get('"rightSlapCaptured'") ><div class=biometrics><h5 class=rightIndex>$biodata.get('"rightIndex'")</h5><h5 class=rightMiddle>$biodata.get('"rightMiddle'")</h5><h5 class=rightRing>$biodata.get('"rightRing'")</h5><h5 class=rightLittle>$biodata.get('"rightLittle'")</h5><img src=$biodata.get('"RightPalmImageSource'") border=0 width=85 height=80/></div></td><td $biodata.get('"thumbsCaptured'") ><div class=biometrics><h5 class=leftThumb>$biodata.get('"leftThumb'")</h5><h5 class=rightThumb>$biodata.get('"rightThumb'")</h5><img src=$biodata.get('"ThumbsImageSource'") border=0 width=85 height=80/></div></td></tr><tr ${Preview}><td $biodata.get('"leftSlapCaptured'") ><img src=$biodata.get('"CapturedLeftSlap'") border=0 width=85 height=80/></td><td $biodata.get('"rightSlapCaptured'") ><img src=$biodata.get('"CapturedRightSlap'") border=0 width=85 height=80/></td><td $biodata.get('"thumbsCaptured'") ><img src=$biodata.get('"CapturedThumbs'") border=0 width=85 height=80/></td></tr></table>	",10005,Inscription,reg-ack-template-part3,amh,t,superadmin,2020-12-23 14:36:54.459577
1142,auth otp service,auth otp service for sending otp,txt,velocity,Please find the otp $otp,10001,Pré-inscription,auth-otp-sms-template,amh,t,superadmin,2020-12-23 14:36:54.459577
1142,auth otp service,auth otp service for sending otp,txt,velocity,Please find the otp $otp,10001,Pre-Registration,auth-otp-sms-template,eng,t,superadmin,2020-12-23 14:36:54.459577
1143,auth otp email service subject,auth otp email service subject,txt,velocity,Otp message,10001,Pré-inscription,auth-otp-email-subject-template,amh,t,superadmin,2020-12-23 14:36:54.459577
1143,auth otp email service subject,auth otp email service subject,txt,velocity,Otp message,10001,Pre-Registration,auth-otp-email-subject-template,eng,t,superadmin,2020-12-23 14:36:54.459577
1144,auth otp email service subject,auth otp email service subject,txt,velocity,Please find the otp $otp,10001,Pré-inscription,auth-otp-email-content-template,amh,t,superadmin,2020-12-23 14:36:54.459577
